client_id,contact_duration,number_contacts,pdays,previous_campaign_contacts,previous_outcome,campaign_outcome,campaign_id,last_contact_date
7009,746,1,999,0,,1,1,2022-05-25
7010,322,1,999,0,,0,1,2022-05-26
7011,56,2,999,0,,0,1,2022-05-21
7012,315,1,999,0,,0,1,2022-05-12
7013,126,1,999,0,,0,1,2022-05-09
7014,122,1,999,0,,0,1,2022-05-03
7015,144,2,999,0,,0,1,2022-05-11
7016,445,1,999,0,,0,1,2022-05-08
7017,356,2,999,0,,0,1,2022-05-18
7018,144,1,999,0,,0,1,2022-05-08
7019,102,4,999,0,,0,1,2022-05-17
7020,187,3,999,0,,0,1,2022-05-30
7021,329,1,999,0,,0,1,2022-05-20
7022,247,1,999,0,,0,1,2022-05-24
7023,152,1,999,0,,0,1,2022-05-26
7024,49,1,999,0,,0,1,2022-05-27
7025,223,4,999,0,,0,1,2022-05-25
7026,177,1,999,0,,0,1,2022-05-17
7027,77,1,999,0,,0,1,2022-05-12
7028,106,1,999,0,,0,1,2022-05-07
7029,146,1,999,0,,0,1,2022-05-25
7030,125,1,999,0,,0,1,2022-05-01
7031,404,1,999,0,,0,1,2022-05-10
7032,413,1,999,0,,0,1,2022-05-27
7033,177,2,999,0,,0,1,2022-05-23
7034,118,1,999,0,,0,1,2022-05-09
7035,201,1,999,0,,0,1,2022-05-17
7036,609,2,999,0,,0,1,2022-05-25
7037,251,1,999,0,,0,1,2022-05-31
7038,35,1,999,0,,0,1,2022-05-20
7039,473,1,999,0,,0,1,2022-05-19
7040,596,1,999,0,,0,1,2022-05-29
7041,370,1,999,0,,0,1,2022-05-17
7042,691,1,999,0,,0,1,2022-05-16
7043,70,2,999,0,,0,1,2022-05-18
7044,77,2,999,0,,0,1,2022-05-29
7045,212,6,999,0,,0,1,2022-05-27
7046,245,4,999,0,,0,1,2022-05-28
7047,544,1,999,0,,0,1,2022-05-20
7048,117,1,999,0,,0,1,2022-05-03
7049,410,5,999,0,,0,1,2022-05-19
7050,513,3,999,0,,0,1,2022-05-04
7051,179,2,999,0,,0,1,2022-05-20
7052,896,1,999,0,,0,1,2022-05-07
7053,174,1,999,0,,0,1,2022-05-03
7054,365,2,999,0,,0,1,2022-05-05
7055,1207,1,999,0,,1,1,2022-05-20
7056,158,1,999,0,,0,1,2022-05-06
7057,159,1,999,0,,0,1,2022-05-21
7058,82,1,999,0,,0,1,2022-05-16
7059,180,1,999,0,,0,1,2022-05-17
7060,42,3,999,0,,0,1,2022-05-31
7061,206,1,999,0,,0,1,2022-05-03
7062,92,1,999,0,,0,1,2022-05-10
7063,162,2,999,0,,0,1,2022-05-16
7064,347,1,999,0,,0,1,2022-05-05
7065,117,1,999,0,,0,1,2022-05-14
7066,936,1,999,0,,0,1,2022-05-03
7067,162,2,999,0,,0,1,2022-05-29
7068,126,2,999,0,,0,1,2022-05-13
7069,344,3,999,0,,0,1,2022-05-01
7070,71,5,999,0,,0,1,2022-05-10
7071,178,1,999,0,,0,1,2022-05-15
7072,52,5,999,0,,0,1,2022-05-21
7073,409,3,999,0,,0,1,2022-05-06
7074,272,5,999,0,,0,1,2022-05-07
7075,87,7,999,0,,0,1,2022-05-09
7076,127,1,999,0,,0,1,2022-05-01
7077,202,1,999,0,,0,1,2022-05-05
7078,117,1,999,0,,0,1,2022-05-02
7079,441,1,999,0,,0,1,2022-05-18
7080,175,1,999,0,,0,1,2022-05-14
7081,164,3,999,0,,0,1,2022-05-04
7082,80,3,999,0,,0,1,2022-05-27
7083,932,3,999,0,,0,1,2022-05-15
7084,13,1,999,0,,0,1,2022-05-15
7085,139,3,999,0,,0,1,2022-05-01
7086,879,2,999,0,,0,1,2022-05-08
7087,263,3,999,0,,0,1,2022-05-26
7088,64,4,999,0,,0,1,2022-05-12
7089,440,2,999,0,,0,1,2022-05-13
7090,76,3,999,0,,0,1,2022-05-11
7091,26,3,999,0,,0,1,2022-05-25
7092,455,2,999,0,,0,1,2022-05-14
7093,180,2,999,0,,0,1,2022-05-20
7094,200,2,999,0,,0,1,2022-05-21
7095,535,2,999,0,,1,1,2022-05-31
7096,313,2,999,0,,0,1,2022-05-09
7097,101,1,999,0,,0,1,2022-05-22
7098,473,3,999,0,,0,1,2022-05-18
7099,1026,2,999,0,,0,1,2022-05-21
7100,364,3,999,0,,0,1,2022-05-21
7101,153,1,999,0,,0,1,2022-05-17
7102,158,1,999,0,,0,1,2022-05-02
7103,617,2,999,0,,0,1,2022-05-27
7104,99,1,999,0,,0,1,2022-05-31
7105,217,1,999,0,,0,1,2022-05-26
7106,129,2,999,0,,0,1,2022-05-26
7107,277,2,999,0,,0,1,2022-05-17
7108,200,4,999,0,,0,1,2022-05-03
7109,105,2,999,0,,0,1,2022-05-04
7110,431,2,999,0,,0,1,2022-05-30
7111,417,2,999,0,,0,1,2022-05-01
7112,480,2,999,0,,0,1,2022-05-13
7113,331,4,999,0,,0,1,2022-05-03
7114,359,3,999,0,,0,1,2022-05-27
7115,332,2,999,0,,0,1,2022-05-13
7116,215,1,999,0,,0,1,2022-05-22
7117,535,2,999,0,,0,1,2022-05-09
7118,147,2,999,0,,0,1,2022-05-19
7119,13,3,999,0,,0,1,2022-05-15
7120,689,2,999,0,,0,1,2022-05-31
7121,242,3,999,0,,0,1,2022-05-27
7122,665,1,999,0,,0,1,2022-05-03
7123,97,1,999,0,,0,1,2022-05-17
7124,166,1,999,0,,0,1,2022-05-16
7125,207,1,999,0,,0,1,2022-05-07
7126,376,1,999,0,,0,1,2022-05-25
7127,480,10,999,0,,0,1,2022-05-01
7128,609,1,999,0,,0,1,2022-05-25
7129,116,1,999,0,,0,1,2022-05-21
7130,484,5,999,0,,0,1,2022-05-12
7131,217,1,999,0,,0,1,2022-05-20
7132,112,1,999,0,,0,1,2022-05-04
7133,726,1,999,0,,0,1,2022-05-17
7134,148,4,999,0,,0,1,2022-05-02
7135,1047,2,999,0,,1,1,2022-05-31
7136,362,5,999,0,,0,1,2022-05-02
7137,1059,2,999,0,,1,1,2022-05-14
7138,54,2,999,0,,0,1,2022-05-26
7139,184,2,999,0,,0,1,2022-05-26
7140,253,2,999,0,,0,1,2022-05-31
7141,114,3,999,0,,0,1,2022-05-23
7142,293,2,999,0,,0,1,2022-05-17
7143,246,2,999,0,,0,1,2022-05-29
7144,195,2,999,0,,0,1,2022-05-11
7145,221,2,999,0,,0,1,2022-05-19
7146,166,3,999,0,,0,1,2022-05-18
7147,385,2,999,0,,0,1,2022-05-24
7148,85,6,999,0,,0,1,2022-05-22
7149,173,1,999,0,,0,1,2022-05-18
7150,48,5,999,0,,0,1,2022-05-25
7151,410,3,999,0,,0,1,2022-05-14
7152,311,3,999,0,,0,1,2022-05-31
7153,40,2,999,0,,0,1,2022-05-20
7154,81,1,999,0,,0,1,2022-05-21
7155,558,13,999,0,,0,1,2022-05-08
7156,109,4,999,0,,0,1,2022-05-21
7157,77,3,999,0,,0,1,2022-05-14
7158,70,7,999,0,,0,1,2022-05-29
7159,229,4,999,0,,0,1,2022-05-02
7160,565,1,999,0,,0,1,2022-05-17
7161,145,2,999,0,,0,1,2022-05-22
7162,792,3,999,0,,1,1,2022-05-29
7163,199,2,999,0,,0,1,2022-05-29
7164,488,1,999,0,,0,1,2022-05-28
7165,176,3,999,0,,0,1,2022-05-17
7166,123,4,999,0,,0,1,2022-05-07
7167,88,2,999,0,,0,1,2022-05-06
7168,768,4,999,0,,0,1,2022-05-18
7169,105,3,999,0,,0,1,2022-05-30
7170,101,4,999,0,,0,1,2022-05-01
7171,225,3,999,0,,0,1,2022-05-28
7172,122,2,999,0,,0,1,2022-05-01
7173,52,2,999,0,,0,1,2022-05-29
7174,150,4,999,0,,0,1,2022-05-01
7175,399,1,999,0,,0,1,2022-05-16
7176,58,1,999,0,,0,1,2022-05-26
7177,260,1,999,0,,0,1,2022-05-15
7178,199,3,999,0,,0,1,2022-05-01
7179,241,4,999,0,,0,1,2022-05-02
7180,399,5,999,0,,0,1,2022-05-27
7181,637,3,999,0,,0,1,2022-05-02
7182,107,2,999,0,,0,1,2022-05-18
7183,68,1,999,0,,0,1,2022-05-29
7184,137,1,999,0,,0,1,2022-05-10
7185,182,1,999,0,,0,1,2022-05-12
7186,553,1,999,0,,0,1,2022-05-18
7187,310,3,999,0,,0,1,2022-05-13
7188,206,3,999,0,,0,1,2022-05-19
7189,119,2,999,0,,0,1,2022-05-26
7190,764,2,999,0,,0,1,2022-05-13
7191,29,4,999,0,,0,1,2022-05-20
7192,126,2,999,0,,0,1,2022-05-29
7193,251,4,999,0,,0,1,2022-05-01
7194,188,6,999,0,,0,1,2022-05-21
7195,368,2,999,0,,0,1,2022-05-22
7196,414,2,999,0,,0,1,2022-05-22
7197,128,3,999,0,,0,1,2022-05-22
7198,685,2,999,0,,0,1,2022-05-18
7199,512,5,999,0,,0,1,2022-05-19
7200,102,3,999,0,,0,1,2022-05-24
7201,1611,2,999,0,,0,1,2022-05-13
7202,44,15,999,0,,0,1,2022-05-08
7203,203,2,999,0,,0,1,2022-05-28
7204,74,2,999,0,,0,1,2022-05-19
7205,118,3,999,0,,0,1,2022-05-23
7206,725,3,999,0,,0,1,2022-05-06
7207,100,5,999,0,,0,1,2022-05-23
7208,124,3,999,0,,0,1,2022-05-11
7209,752,2,999,0,,0,1,2022-05-18
7210,241,3,999,0,,0,1,2022-05-31
7211,430,1,999,0,,0,1,2022-05-25
7212,219,3,999,0,,0,1,2022-05-19
7213,67,2,999,0,,0,1,2022-05-05
7214,294,3,999,0,,0,1,2022-05-18
7215,318,2,999,0,,0,1,2022-05-18
7216,1185,3,999,0,,0,1,2022-05-23
7217,110,3,999,0,,0,1,2022-05-30
7218,58,2,999,0,,0,1,2022-05-23
7219,386,2,999,0,,0,1,2022-05-31
7220,218,2,999,0,,0,1,2022-05-12
7221,191,2,999,0,,0,1,2022-05-06
7222,84,2,999,0,,0,1,2022-05-30
7223,130,2,999,0,,0,1,2022-05-01
7224,113,2,999,0,,0,1,2022-05-08
7225,744,6,999,0,,0,1,2022-05-05
7226,76,4,999,0,,0,1,2022-05-30
7227,187,3,999,0,,0,1,2022-05-11
7228,587,4,999,0,,0,1,2022-05-08
7229,336,3,999,0,,0,1,2022-05-18
7230,59,3,999,0,,0,1,2022-05-13
7231,72,12,999,0,,0,1,2022-05-27
7232,127,2,999,0,,0,1,2022-05-22
7233,352,2,999,0,,0,1,2022-05-03
7234,347,2,999,0,,0,1,2022-05-10
7235,286,2,999,0,,0,1,2022-05-03
7236,668,2,999,0,,0,1,2022-05-08
7237,29,9,999,0,,0,1,2022-05-28
7238,211,6,999,0,,0,1,2022-05-25
7239,175,3,999,0,,0,1,2022-05-28
7240,55,2,999,0,,0,1,2022-05-07
7241,324,3,999,0,,0,1,2022-05-18
7242,228,3,999,0,,0,1,2022-05-05
7243,128,2,999,0,,0,1,2022-05-27
7244,38,9,999,0,,0,1,2022-05-03
7245,96,2,999,0,,0,1,2022-05-10
7246,18,16,999,0,,0,1,2022-05-19
7247,147,4,999,0,,0,1,2022-05-29
7248,900,2,999,0,,1,1,2022-05-29
7249,135,2,999,0,,0,1,2022-05-05
7250,56,3,999,0,,0,1,2022-05-12
7251,39,22,999,0,,0,1,2022-05-23
7252,144,5,999,0,,0,1,2022-05-26
7253,249,2,999,0,,0,1,2022-05-18
7254,286,3,999,0,,0,1,2022-05-23
7255,384,2,999,0,,0,1,2022-05-15
7256,183,3,999,0,,0,1,2022-05-30
7257,240,2,999,0,,0,1,2022-05-05
7258,238,3,999,0,,0,1,2022-05-18
7259,225,3,999,0,,0,1,2022-05-28
7260,151,2,999,0,,0,1,2022-05-24
7261,194,2,999,0,,0,1,2022-05-10
7262,273,3,999,0,,0,1,2022-05-23
7263,431,2,999,0,,0,1,2022-05-23
7264,57,2,999,0,,0,1,2022-05-27
7265,720,3,999,0,,0,1,2022-05-17
7266,814,2,999,0,,1,1,2022-05-09
7267,859,2,999,0,,0,1,2022-05-02
7268,184,3,999,0,,0,1,2022-05-09
7269,313,2,999,0,,0,1,2022-05-31
7270,142,7,999,0,,0,1,2022-05-28
7271,171,4,999,0,,0,1,2022-05-30
7272,245,3,999,0,,0,1,2022-05-20
7273,238,2,999,0,,0,1,2022-05-20
7274,53,3,999,0,,0,1,2022-05-12
7275,364,2,999,0,,0,1,2022-05-09
7276,191,3,999,0,,0,1,2022-05-26
7277,35,24,999,0,,0,1,2022-05-21
7278,106,4,999,0,,0,1,2022-05-27
7279,382,3,999,0,,0,1,2022-05-27
7280,191,5,999,0,,0,1,2022-05-02
7281,483,2,999,0,,0,1,2022-05-01
7282,253,3,999,0,,0,1,2022-05-04
7283,328,2,999,0,,0,1,2022-05-15
7284,82,2,999,0,,0,1,2022-05-04
7285,155,2,999,0,,0,1,2022-05-11
7286,233,5,999,0,,0,1,2022-05-04
7287,66,6,999,0,,0,1,2022-05-14
7288,1109,3,999,0,,1,1,2022-05-12
7289,828,3,999,0,,1,1,2022-05-05
7290,134,4,999,0,,0,1,2022-05-27
7291,96,5,999,0,,0,1,2022-05-30
7292,197,9,999,0,,0,1,2022-05-14
7293,645,2,999,0,,0,1,2022-05-18
7294,81,4,999,0,,0,1,2022-05-24
7295,201,3,999,0,,0,1,2022-05-03
7296,248,3,999,0,,0,1,2022-05-03
7297,2260,2,999,0,,0,1,2022-05-07
7298,91,7,999,0,,0,1,2022-05-24
7299,660,2,999,0,,0,1,2022-05-26
7300,182,6,999,0,,0,1,2022-05-24
7301,30,2,999,0,,0,1,2022-05-31
7302,101,23,999,0,,0,1,2022-05-05
7303,54,15,999,0,,0,1,2022-05-08
7304,374,4,999,0,,0,1,2022-05-12
7305,216,7,999,0,,0,1,2022-05-30
7306,76,4,999,0,,0,1,2022-05-30
7307,73,3,999,0,,0,1,2022-05-28
7308,62,6,999,0,,0,1,2022-05-10
7309,152,2,999,0,,0,1,2022-05-11
7310,86,4,999,0,,0,1,2022-05-18
7311,95,6,999,0,,0,1,2022-05-28
7312,23,15,999,0,,0,1,2022-05-16
7313,25,11,999,0,,0,1,2022-05-21
7314,151,7,999,0,,0,1,2022-05-22
7315,95,3,999,0,,0,1,2022-05-22
7316,52,8,999,0,,0,1,2022-05-23
7317,52,3,999,0,,0,1,2022-05-13
7318,421,3,999,0,,0,1,2022-05-14
7319,322,11,999,0,,0,1,2022-05-14
7320,52,4,999,0,,0,1,2022-05-19
7321,340,7,999,0,,0,1,2022-05-09
7322,139,2,999,0,,0,1,2022-05-17
7323,763,2,999,0,,0,1,2022-05-17
7324,288,3,999,0,,0,1,2022-05-12
7325,231,3,999,0,,0,1,2022-05-14
7326,120,17,999,0,,0,1,2022-05-01
7327,203,2,999,0,,0,1,2022-05-13
7328,67,3,999,0,,0,1,2022-05-07
7329,311,4,999,0,,0,1,2022-05-17
7330,50,2,999,0,,0,1,2022-05-28
7331,86,3,999,0,,0,1,2022-05-21
7332,139,3,999,0,,0,1,2022-05-21
7333,235,1,999,0,,0,1,2022-05-01
7334,43,1,999,0,,0,1,2022-05-11
7335,233,1,999,0,,0,1,2022-05-15
7336,230,1,999,0,,0,1,2022-05-26
7337,177,1,999,0,,0,1,2022-05-25
7338,149,1,999,0,,0,1,2022-05-12
7339,422,1,999,0,,0,1,2022-05-20
7340,121,1,999,0,,0,1,2022-05-15
7341,324,1,999,0,,0,1,2022-05-15
7342,287,1,999,0,,0,1,2022-05-23
7343,58,2,999,0,,0,1,2022-05-11
7344,226,1,999,0,,0,1,2022-05-26
7345,153,1,999,0,,0,1,2022-05-26
7346,151,3,999,0,,0,1,2022-05-10
7347,57,2,999,0,,0,1,2022-05-16
7348,31,1,999,0,,0,1,2022-05-01
7349,118,6,999,0,,0,1,2022-05-08
7350,133,4,999,0,,0,1,2022-05-12
7351,171,1,999,0,,0,1,2022-05-08
7352,62,3,999,0,,0,1,2022-05-06
7353,45,3,999,0,,0,1,2022-05-25
7354,91,9,999,0,,0,1,2022-05-16
7355,172,2,999,0,,0,1,2022-05-28
7356,498,4,999,0,,0,1,2022-05-08
7357,85,7,999,0,,0,1,2022-05-15
7358,224,2,999,0,,0,1,2022-05-06
7359,553,3,999,0,,1,1,2022-05-26
7360,242,3,999,0,,0,1,2022-05-13
7361,192,6,999,0,,0,1,2022-05-16
7362,207,4,999,0,,0,1,2022-05-30
7363,711,1,999,0,,0,1,2022-05-30
7364,160,3,999,0,,0,1,2022-05-11
7365,147,5,999,0,,0,1,2022-05-01
7366,87,1,999,0,,0,1,2022-05-01
7367,199,2,999,0,,0,1,2022-05-18
7368,34,2,999,0,,0,1,2022-05-05
7369,65,7,999,0,,0,1,2022-05-01
7370,150,1,999,0,,0,1,2022-05-08
7371,57,1,999,0,,0,1,2022-05-20
7372,234,1,999,0,,0,1,2022-05-18
7373,521,2,999,0,,0,1,2022-05-22
7374,555,1,999,0,,0,1,2022-05-22
7375,86,1,999,0,,0,1,2022-05-22
7376,204,4,999,0,,0,1,2022-05-04
7377,222,1,999,0,,0,1,2022-05-02
7378,162,1,999,0,,0,1,2022-05-25
7379,648,5,999,0,,0,1,2022-05-11
7380,659,1,999,0,,0,1,2022-05-16
7381,867,3,999,0,,0,1,2022-05-04
7382,96,2,999,0,,0,1,2022-05-02
7383,123,1,999,0,,0,1,2022-05-14
7384,56,1,999,0,,0,1,2022-05-14
7385,54,3,999,0,,0,1,2022-05-30
7386,152,4,999,0,,0,1,2022-05-22
7387,25,4,999,0,,0,1,2022-05-28
7388,120,6,999,0,,0,1,2022-05-30
7389,491,1,999,0,,0,1,2022-05-04
7390,379,17,999,0,,0,1,2022-05-29
7391,343,3,999,0,,0,1,2022-05-12
7392,289,2,999,0,,0,1,2022-05-27
7393,574,1,999,0,,0,1,2022-05-03
7394,85,1,999,0,,0,1,2022-05-10
7395,319,1,999,0,,0,1,2022-05-01
7396,108,1,999,0,,0,1,2022-05-25
7397,762,3,999,0,,1,1,2022-05-14
7398,80,3,999,0,,0,1,2022-05-09
7399,449,1,999,0,,0,1,2022-05-10
7400,198,1,999,0,,0,1,2022-05-07
7401,135,2,999,0,,0,1,2022-05-17
7402,69,1,999,0,,0,1,2022-05-14
7403,55,1,999,0,,0,1,2022-05-24
7404,290,5,999,0,,1,1,2022-05-02
7405,138,1,999,0,,0,1,2022-05-21
7406,135,1,999,0,,0,1,2022-05-14
7407,70,1,999,0,,0,1,2022-05-09
7408,652,2,999,0,,0,1,2022-05-31
7409,327,1,999,0,,0,1,2022-05-20
7410,246,1,999,0,,0,1,2022-05-25
7411,295,1,999,0,,0,1,2022-05-14
7412,255,1,999,0,,0,1,2022-05-09
7413,523,1,999,0,,0,1,2022-05-23
7414,130,1,999,0,,0,1,2022-05-06
7415,103,5,999,0,,0,1,2022-05-09
7416,205,2,999,0,,0,1,2022-05-28
7417,92,1,999,0,,0,1,2022-05-31
7418,107,1,999,0,,0,1,2022-05-26
7419,864,1,999,0,,1,1,2022-05-18
7420,65,1,999,0,,0,1,2022-05-01
7421,556,1,999,0,,0,1,2022-05-28
7422,115,1,999,0,,0,1,2022-05-10
7423,180,1,999,0,,0,1,2022-05-11
7424,87,1,999,0,,0,1,2022-05-24
7425,70,2,999,0,,0,1,2022-05-12
7426,435,1,999,0,,0,1,2022-05-10
7427,132,1,999,0,,0,1,2022-05-14
7428,312,1,999,0,,0,1,2022-05-31
7429,283,1,999,0,,0,1,2022-05-01
7430,182,1,999,0,,0,1,2022-05-13
7431,379,1,999,0,,0,1,2022-05-06
7432,127,1,999,0,,0,1,2022-05-14
7433,126,1,999,0,,0,1,2022-05-29
7434,91,2,999,0,,0,1,2022-05-16
7435,78,1,999,0,,0,1,2022-05-16
7436,417,1,999,0,,0,1,2022-05-13
7437,618,2,999,0,,1,1,2022-05-17
7438,407,1,999,0,,0,1,2022-05-30
7439,160,1,999,0,,0,1,2022-05-28
7440,171,1,999,0,,0,1,2022-05-27
7441,210,1,999,0,,0,1,2022-05-11
7442,135,3,999,0,,0,1,2022-05-30
7443,461,1,999,0,,0,1,2022-05-21
7444,763,1,999,0,,1,1,2022-05-03
7445,682,1,999,0,,1,1,2022-05-07
7446,171,1,999,0,,0,1,2022-05-30
7447,68,2,999,0,,0,1,2022-05-17
7448,120,3,999,0,,0,1,2022-05-24
7449,67,2,999,0,,0,1,2022-05-04
7450,381,2,999,0,,0,1,2022-05-24
7451,278,2,999,0,,0,1,2022-05-09
7452,126,1,999,0,,0,1,2022-05-29
7453,149,1,999,0,,0,1,2022-05-11
7454,95,1,999,0,,0,1,2022-05-07
7455,197,1,999,0,,0,1,2022-05-27
7456,38,3,999,0,,0,1,2022-05-09
7457,201,3,999,0,,0,1,2022-05-12
7458,176,4,999,0,,0,1,2022-05-05
7459,61,2,999,0,,0,1,2022-05-07
7460,275,2,999,0,,0,1,2022-05-29
7461,201,4,999,0,,0,1,2022-05-25
7462,724,1,999,0,,0,1,2022-05-03
7463,143,4,999,0,,0,1,2022-05-24
7464,197,3,999,0,,0,1,2022-05-04
7465,143,2,999,0,,0,1,2022-05-05
7466,153,2,999,0,,0,1,2022-05-11
7467,197,12,999,0,,0,1,2022-05-23
7468,536,2,999,0,,0,1,2022-05-07
7469,120,2,999,0,,0,1,2022-05-19
7470,604,2,999,0,,1,1,2022-05-20
7471,254,1,999,0,,0,1,2022-05-10
7472,121,1,999,0,,0,1,2022-05-21
7473,118,2,999,0,,0,1,2022-05-23
7474,447,1,999,0,,0,1,2022-05-27
7475,854,2,999,0,,1,1,2022-05-28
7476,151,2,999,0,,0,1,2022-05-12
7477,114,2,999,0,,0,1,2022-05-25
7478,855,2,999,0,,1,1,2022-05-17
7479,115,1,999,0,,0,1,2022-05-22
7480,274,1,999,0,,0,1,2022-05-02
7481,100,2,999,0,,0,1,2022-05-01
7482,156,2,999,0,,0,1,2022-05-29
7483,153,1,999,0,,0,1,2022-05-30
7484,264,1,999,0,,0,1,2022-05-22
7485,251,1,999,0,,0,1,2022-05-30
7486,1269,1,999,0,,1,1,2022-05-14
7487,48,4,999,0,,0,1,2022-05-22
7488,119,1,999,0,,0,1,2022-05-21
7489,104,3,999,0,,0,1,2022-05-23
7490,65,13,999,0,,0,1,2022-05-05
7491,75,1,999,0,,0,1,2022-05-27
7492,157,3,999,0,,0,1,2022-05-10
7493,565,2,999,0,,0,1,2022-05-22
7494,165,1,999,0,,0,1,2022-05-21
7495,314,1,999,0,,0,1,2022-05-07
7496,109,1,999,0,,0,1,2022-05-01
7497,219,1,999,0,,0,1,2022-05-04
7498,60,1,999,0,,0,1,2022-05-27
7499,385,2,999,0,,0,1,2022-05-20
7500,96,2,999,0,,0,1,2022-05-30
7501,868,1,999,0,,0,1,2022-05-12
7502,161,1,999,0,,0,1,2022-05-10
7503,448,1,999,0,,0,1,2022-05-22
7504,137,1,999,0,,0,1,2022-05-14
7505,155,1,999,0,,0,1,2022-05-03
7506,633,1,999,0,,0,1,2022-05-26
7507,58,1,999,0,,0,1,2022-05-19
7508,127,1,999,0,,0,1,2022-05-09
7509,99,8,999,0,,0,1,2022-05-10
7510,170,4,999,0,,0,1,2022-05-20
7511,208,2,999,0,,0,1,2022-05-02
7512,129,2,999,0,,0,1,2022-05-25
7513,134,3,999,0,,0,1,2022-05-23
7514,129,3,999,0,,0,1,2022-05-03
7515,184,2,999,0,,0,1,2022-05-10
7516,371,2,999,0,,0,1,2022-05-11
7517,270,1,999,0,,0,1,2022-05-29
7518,145,2,999,0,,0,1,2022-05-24
7519,136,2,999,0,,0,1,2022-05-13
7520,363,8,999,0,,0,1,2022-05-25
7521,63,2,999,0,,0,1,2022-05-07
7522,143,1,999,0,,0,1,2022-05-14
7523,56,2,999,0,,0,1,2022-05-18
7524,226,2,999,0,,0,1,2022-05-11
7525,35,1,999,0,,0,1,2022-05-14
7526,298,3,999,0,,0,1,2022-05-29
7527,158,1,999,0,,0,1,2022-05-09
7528,47,8,999,0,,0,1,2022-05-23
7529,827,5,999,0,,0,1,2022-05-22
7530,83,2,999,0,,0,1,2022-05-06
7531,570,2,999,0,,0,1,2022-05-13
7532,72,1,999,0,,0,1,2022-05-19
7533,557,2,999,0,,0,1,2022-05-09
7534,59,1,999,0,,0,1,2022-05-16
7535,296,1,999,0,,0,1,2022-05-10
7536,38,5,999,0,,0,1,2022-05-26
7537,170,1,999,0,,0,1,2022-05-31
7538,422,2,999,0,,0,1,2022-05-06
7539,230,2,999,0,,0,1,2022-05-09
7540,141,9,999,0,,0,1,2022-05-27
7541,76,3,999,0,,0,1,2022-05-20
7542,691,10,999,0,,1,1,2022-05-09
7543,238,3,999,0,,0,1,2022-05-09
7544,1097,15,999,0,,1,1,2022-05-20
7545,111,1,999,0,,0,1,2022-05-23
7546,84,3,999,0,,0,1,2022-05-06
7547,371,2,999,0,,0,1,2022-05-12
7548,103,2,999,0,,0,1,2022-05-10
7549,206,2,999,0,,0,1,2022-05-15
7550,1500,2,999,0,,1,1,2022-05-08
7551,265,3,999,0,,0,1,2022-05-15
7552,567,2,999,0,,0,1,2022-05-18
7553,254,2,999,0,,0,1,2022-05-20
7554,464,2,999,0,,0,1,2022-05-23
7555,1236,2,999,0,,1,1,2022-05-01
7556,33,2,999,0,,0,1,2022-05-18
7557,613,2,999,0,,0,1,2022-05-12
7558,1212,3,999,0,,0,1,2022-05-06
7559,96,3,999,0,,0,1,2022-05-13
7560,171,2,999,0,,0,1,2022-05-31
7561,53,5,999,0,,0,1,2022-05-02
7562,91,2,999,0,,0,1,2022-05-07
7563,185,3,999,0,,0,1,2022-05-05
7564,201,1,999,0,,0,1,2022-05-09
7565,169,3,999,0,,0,1,2022-05-14
7566,515,2,999,0,,0,1,2022-05-03
7567,388,7,999,0,,0,1,2022-05-11
7568,178,2,999,0,,0,1,2022-05-09
7569,422,9,999,0,,0,1,2022-05-20
7570,76,2,999,0,,0,1,2022-05-30
7571,886,3,999,0,,1,1,2022-05-22
7572,296,2,999,0,,0,1,2022-05-13
7573,378,1,999,0,,0,1,2022-05-22
7574,136,2,999,0,,0,1,2022-05-13
7575,58,1,999,0,,0,1,2022-05-09
7576,60,1,999,0,,0,1,2022-05-23
7577,340,1,999,0,,0,1,2022-05-30
7578,522,1,999,0,,0,1,2022-05-30
7579,159,1,999,0,,0,1,2022-05-11
7580,113,1,999,0,,0,1,2022-05-29
7581,123,2,999,0,,0,1,2022-05-26
7582,306,1,999,0,,0,1,2022-05-14
7583,148,1,999,0,,0,1,2022-05-29
7584,322,2,999,0,,0,1,2022-05-28
7585,475,4,999,0,,0,1,2022-05-29
7586,224,5,999,0,,0,1,2022-05-03
7587,88,2,999,0,,0,1,2022-05-24
7588,509,2,999,0,,0,1,2022-05-11
7589,152,1,999,0,,0,1,2022-05-19
7590,147,1,999,0,,0,1,2022-05-28
7591,97,2,999,0,,0,1,2022-05-13
7592,113,3,999,0,,0,1,2022-05-11
7593,465,3,999,0,,0,1,2022-05-14
7594,294,3,999,0,,0,1,2022-05-13
7595,224,4,999,0,,0,1,2022-05-29
7596,58,3,999,0,,0,1,2022-05-20
7597,137,3,999,0,,0,1,2022-05-01
7598,142,2,999,0,,0,1,2022-05-15
7599,312,7,999,0,,0,1,2022-05-15
7600,34,2,999,0,,0,1,2022-05-05
7601,825,2,999,0,,0,1,2022-05-09
7602,116,6,999,0,,0,1,2022-05-26
7603,103,5,999,0,,0,1,2022-05-28
7604,38,2,999,0,,0,1,2022-05-07
7605,168,3,999,0,,0,1,2022-05-05
7606,31,6,999,0,,0,1,2022-05-28
7607,66,2,999,0,,0,1,2022-05-21
7608,512,2,999,0,,0,1,2022-05-19
7609,188,2,999,0,,0,1,2022-05-19
7610,214,2,999,0,,0,1,2022-05-30
7611,65,2,999,0,,0,1,2022-05-21
7612,80,2,999,0,,0,1,2022-05-20
7613,1980,2,999,0,,1,1,2022-05-11
